cell,N,model,BS,cand_us,pr_us,speedup,exact
pro_32k_L14,8195,pro,32,8.222,11.73105,1.4268,OK
pro_32k_L14,8195,pro,64,8.475,11.9662,1.412,OK
pro_32k_L14,8195,pro,128,8.902,12.510200000000001,1.4054,OK
pro_32k_L14,8195,pro,256,12.17,14.90865,1.2251,OK
pro_32k_L14,8195,pro,512,21.085,27.4525,1.302,OK
pro_32k_L14,8195,pro,1024,36.927,50.538650000000004,1.3686,OK
pro_32k_L30,8195,pro,1,8.094,10.68775,1.3204,OK
pro_32k_L30,8195,pro,2,8.111,10.6238,1.3099,OK
pro_32k_L30,8195,pro,4,8.175,10.7887,1.3198,OK
pro_32k_L30,8195,pro,8,8.243,10.80945,1.3114,OK
pro_32k_L30,8195,pro,16,8.241,11.04785,1.3406,OK
pro_32k_L30,8195,pro,32,8.4,11.35345,1.3516,OK
pro_32k_L30,8195,pro,64,8.571,11.5438,1.3468,OK
pro_32k_L30,8195,pro,128,8.984,12.05575,1.3419,OK
pro_32k_L30,8195,pro,256,13.384,14.82545,1.1077,OK
pro_32k_L30,8195,pro,512,23.378,26.927599999999998,1.1518,OK
pro_32k_L30,8195,pro,1024,41.491,48.85535,1.1775,OK
pro_32k_L46,8195,pro,1,8.666,9.424,1.0875,OK
pro_32k_L46,8195,pro,2,8.698,9.4383,1.0851,OK
pro_32k_L46,8195,pro,4,8.744,9.6607,1.1048,OK
pro_32k_L46,8195,pro,8,8.788,9.625549999999999,1.0952,OK
pro_32k_L46,8195,pro,16,8.829,9.7839,1.1082,OK
pro_32k_L46,8195,pro,32,8.977,9.995149999999999,1.1134,OK
pro_32k_L46,8195,pro,64,9.164,10.254299999999999,1.119,OK
pro_32k_L46,8195,pro,128,9.616,10.8143,1.1246,OK
pro_32k_L46,8195,pro,256,15.216,13.01915,0.8556,OK
pro_32k_L46,8195,pro,512,27.007,23.619,0.8746,OK
pro_32k_L46,8195,pro,1024,48.244,42.7915,0.887,OK
pro_64k_L14,16387,pro,1,9.277,11.8047,1.2725,OK
pro_64k_L14,16387,pro,2,9.927,11.7902,1.1877,OK
pro_64k_L14,16387,pro,4,9.939,11.915149999999999,1.1989,OK
pro_64k_L14,16387,pro,8,10.001,11.89095,1.189,OK
pro_64k_L14,16387,pro,16,10.03,12.0671,1.2031,OK
pro_64k_L14,16387,pro,32,10.216,12.1775,1.192,OK
pro_64k_L14,16387,pro,64,10.787,12.63995,1.1718,OK
pro_64k_L14,16387,pro,128,11.771,13.481399999999999,1.1453,OK
pro_64k_L14,16387,pro,256,17.117,17.0688,0.9972,OK
pro_64k_L14,16387,pro,512,29.985,31.3213,1.0446,OK
pro_64k_L14,16387,pro,1024,51.368,57.159349999999996,1.1128,OK
pro_64k_L30,16387,pro,1,10.157,10.6846,1.0519,OK
pro_64k_L30,16387,pro,2,10.771,10.6494,0.9888,OK
pro_64k_L30,16387,pro,4,10.834,10.48785,0.9681,OK
pro_64k_L30,16387,pro,8,10.947,10.364600000000001,0.9468,OK
pro_64k_L30,16387,pro,16,10.877,10.72945,0.9864,OK
pro_64k_L30,16387,pro,32,11.094,11.08145,0.9988,OK
pro_64k_L30,16387,pro,64,11.623,11.4894,0.9885,OK
pro_64k_L30,16387,pro,128,12.687,12.313450000000001,0.9705,OK
pro_64k_L30,16387,pro,256,18.259,15.366200000000001,0.8416,OK
pro_64k_L30,16387,pro,512,32.075,27.95965,0.8717,OK
pro_64k_L30,16387,pro,1024,55.238,51.04755,0.9241,OK
pro_64k_L46,16387,pro,1,9.635,12.430299999999999,1.2902,OK
pro_64k_L46,16387,pro,2,10.323,12.5312,1.214,OK
pro_64k_L46,16387,pro,4,10.357,12.19035,1.177,OK
pro_64k_L46,16387,pro,8,10.499,12.09105,1.1517,OK
pro_64k_L46,16387,pro,16,10.792,12.43195,1.1519,OK
pro_64k_L46,16387,pro,32,11.063,12.6895,1.147,OK
pro_64k_L46,16387,pro,64,11.59,13.13105,1.133,OK
pro_64k_L46,16387,pro,128,12.588,13.98705,1.1111,OK
pro_64k_L46,16387,pro,256,16.761,17.7374,1.0583,OK
pro_64k_L46,16387,pro,512,29.225,32.4653,1.1109,OK
pro_64k_L46,16387,pro,1024,49.861,58.85705,1.1804,OK
pro_128k_L14,32771,pro,1,8.523,12.87815,1.5109,OK
pro_128k_L14,32771,pro,2,8.482,12.69585,1.4968,OK
pro_128k_L14,32771,pro,4,8.538,12.6607,1.4829,OK
pro_128k_L14,32771,pro,8,8.752,12.9888,1.4841,OK
pro_128k_L14,32771,pro,16,11.772,12.97245,1.102,OK
pro_128k_L14,32771,pro,32,12.225,13.3584,1.0927,OK
pro_128k_L14,32771,pro,64,13.041,14.172799999999999,1.0868,OK
pro_128k_L14,32771,pro,128,14.715,15.03325,1.0216,OK
pro_128k_L14,32771,pro,256,23.683,20.2542,0.8552,OK
pro_128k_L14,32771,pro,512,40.909,38.153150000000004,0.9326,OK
pro_128k_L14,32771,pro,1024,65.774,66.2345,1.007,OK
pro_128k_L30,32771,pro,1,9.05,12.8638,1.4215,OK
pro_128k_L30,32771,pro,2,9.1,12.98205,1.4266,OK
pro_128k_L30,32771,pro,4,9.457,12.84125,1.3578,OK
pro_128k_L30,32771,pro,8,9.609,12.6589,1.3174,OK
pro_128k_L30,32771,pro,16,11.739,13.0398,1.1108,OK
pro_128k_L30,32771,pro,32,12.265,13.402899999999999,1.0928,OK
pro_128k_L30,32771,pro,64,13.03,14.118049999999998,1.0835,OK
pro_128k_L30,32771,pro,128,14.611,15.15985,1.0376,OK
pro_128k_L30,32771,pro,256,23.634,20.974,0.8875,OK
pro_128k_L30,32771,pro,512,40.792,39.23955,0.962,OK
pro_128k_L30,32771,pro,1024,65.725,68.30455,1.0393,OK
pro_128k_L46,32771,pro,1,8.764,14.1615,1.6158,OK
pro_128k_L46,32771,pro,2,8.869,14.2463,1.6063,OK
pro_128k_L46,32771,pro,4,8.966,13.9871,1.5599,OK
pro_128k_L46,32771,pro,8,9.386,13.7391,1.4637,OK
pro_128k_L46,32771,pro,16,12.595,14.16625,1.1247,OK
pro_128k_L46,32771,pro,32,13.085,14.51825,1.1096,OK
pro_128k_L46,32771,pro,64,13.875,15.2127,1.0964,OK
pro_128k_L46,32771,pro,128,15.409,16.08955,1.0442,OK
pro_128k_L46,32771,pro,256,25.377,22.27665,0.8778,OK
pro_128k_L46,32771,pro,512,44.687,41.846,0.9364,OK
pro_128k_L46,32771,pro,1024,72.278,73.11460000000001,1.0116,OK
pro_256k_L14,65539,pro,1,10.205,14.39505,1.4106,OK
pro_256k_L14,65539,pro,2,10.324,14.492700000000001,1.4037,OK
pro_256k_L14,65539,pro,4,10.678,14.54385,1.362,OK
pro_256k_L14,65539,pro,8,10.985,14.948649999999999,1.3608,OK
pro_256k_L14,65539,pro,16,15.515,15.33105,0.9881,OK
pro_256k_L14,65539,pro,32,14.595,16.18225,1.1088,OK
pro_256k_L14,65539,pro,64,17.958,18.6158,1.0366,OK
pro_256k_L14,65539,pro,128,22.459,20.86695,0.9291,OK
pro_256k_L14,65539,pro,256,36.051,32.5373,0.9025,OK
pro_256k_L14,65539,pro,512,66.333,61.887449999999994,0.933,OK
pro_256k_L14,65539,pro,1024,106.777,103.7718,0.9719,OK
pro_256k_L30,65539,pro,1,11.398,13.54235,1.1881,OK
pro_256k_L30,65539,pro,2,11.506,13.6591,1.1871,OK
pro_256k_L30,65539,pro,4,11.687,14.21425,1.2162,OK
pro_256k_L30,65539,pro,8,12.169,14.59825,1.1996,OK
pro_256k_L30,65539,pro,16,15.574,14.823649999999999,0.9518,OK
pro_256k_L30,65539,pro,32,15.014,15.844299999999999,1.0553,OK
pro_256k_L30,65539,pro,64,17.992,18.5422,1.0306,OK
pro_256k_L30,65539,pro,128,22.216,20.58205,0.9264,OK
pro_256k_L30,65539,pro,256,37.125,32.313,0.8704,OK
pro_256k_L30,65539,pro,512,68.753,61.3527,0.8924,OK
pro_256k_L30,65539,pro,1024,110.973,101.69765,0.9164,OK
pro_256k_L46,65539,pro,1,10.486,13.931049999999999,1.3285,OK
pro_256k_L46,65539,pro,2,10.472,14.08625,1.3452,OK
pro_256k_L46,65539,pro,4,10.559,14.6031,1.383,OK
pro_256k_L46,65539,pro,8,10.892,15.01595,1.3787,OK
pro_256k_L46,65539,pro,16,15.306,15.27015,0.9977,OK
pro_256k_L46,65539,pro,32,14.527,16.2381,1.1178,OK
pro_256k_L46,65539,pro,64,17.814,18.8831,1.06,OK
pro_256k_L46,65539,pro,128,21.112,20.75025,0.9829,OK
pro_256k_L46,65539,pro,256,34.083,32.68775,0.9591,OK
pro_256k_L46,65539,pro,512,62.881,62.484300000000005,0.9937,OK
pro_256k_L46,65539,pro,1024,102.883,103.71435000000001,1.0081,OK
pro_512k_L14,131075,pro,1,9.793,15.7966,1.613,OK
pro_512k_L14,131075,pro,2,9.998,15.8527,1.5856,OK
pro_512k_L14,131075,pro,4,10.467,16.01905,1.5305,OK
pro_512k_L14,131075,pro,8,11.291,17.2447,1.5272,OK
pro_512k_L14,131075,pro,16,15.596,17.75015,1.1382,OK
pro_512k_L14,131075,pro,32,17.1,18.99505,1.1108,OK
pro_512k_L14,131075,pro,64,24.073,24.434900000000003,1.015,OK
pro_512k_L14,131075,pro,128,33.996,33.03475,0.9717,OK
pro_512k_L14,131075,pro,256,65.174,65.57860000000001,1.0062,OK
pro_512k_L14,131075,pro,512,120.836,115.7091,0.9576,OK
pro_512k_L14,131075,pro,1024,209.259,207.5993,0.9921,OK
pro_512k_L30,131075,pro,1,10.425,16.15985,1.5501,OK
pro_512k_L30,131075,pro,2,10.531,16.55645,1.5722,OK
pro_512k_L30,131075,pro,4,10.865,16.782049999999998,1.5446,OK
pro_512k_L30,131075,pro,8,13.265,17.952,1.3534,OK
pro_512k_L30,131075,pro,16,17.363,18.4217,1.061,OK
pro_512k_L30,131075,pro,32,18.931,19.728,1.0421,OK
pro_512k_L30,131075,pro,64,22.946,25.12445,1.0949,OK
pro_512k_L30,131075,pro,128,33.586,33.64105,1.0016,OK
pro_512k_L30,131075,pro,256,64.523,66.62780000000001,1.0326,OK
pro_512k_L30,131075,pro,512,119.881,117.75019999999999,0.9822,OK
pro_512k_L30,131075,pro,1024,207.519,211.8048,1.0207,OK
pro_512k_L46,131075,pro,1,11.069,15.5824,1.4077,OK
pro_512k_L46,131075,pro,2,11.512,16.0496,1.3942,OK
pro_512k_L46,131075,pro,4,11.706,16.31485,1.3937,OK
pro_512k_L46,131075,pro,8,11.423,17.4254,1.5255,OK
pro_512k_L46,131075,pro,16,15.442,17.89745,1.159,OK
pro_512k_L46,131075,pro,32,16.886,19.28305,1.142,OK
pro_512k_L46,131075,pro,64,28.661,24.499,0.8548,OK
pro_512k_L46,131075,pro,128,42.909,32.89095,0.7665,OK
pro_512k_L46,131075,pro,256,82.825,66.1755,0.799,OK
pro_512k_L46,131075,pro,512,157.036,116.67755,0.743,OK
pro_512k_L46,131075,pro,1024,274.197,209.23515,0.7631,OK
pro_1024k_L14,262127,pro,1,10.522,19.83335,1.8849,OK
pro_1024k_L14,262127,pro,2,10.819,19.7516,1.8257,OK
pro_1024k_L14,262127,pro,4,11.324,20.02855,1.7687,OK
pro_1024k_L14,262127,pro,8,14.925,22.011,1.4747,OK
pro_1024k_L14,262127,pro,16,25.174,23.0688,0.9164,OK
pro_1024k_L14,262127,pro,32,25.91,26.2016,1.0112,OK
pro_1024k_L14,262127,pro,64,36.852,38.04285,1.0323,OK
pro_1024k_L14,262127,pro,128,62.609,62.78635,1.0028,OK
pro_1024k_L14,262127,pro,256,117.742,110.46435000000001,0.9382,OK
pro_1024k_L14,262127,pro,512,222.734,202.297,0.9082,OK
pro_1024k_L14,262127,pro,1024,405.577,381.7207,0.9412,OK
pro_1024k_L30,262127,pro,1,11.553,19.3678,1.6764,OK
pro_1024k_L30,262127,pro,2,12.033,19.814,1.6467,OK
pro_1024k_L30,262127,pro,4,12.527,20.145349999999997,1.6082,OK
pro_1024k_L30,262127,pro,8,16.138,22.198,1.3756,OK
pro_1024k_L30,262127,pro,16,26.167,23.020400000000002,0.8798,OK
pro_1024k_L30,262127,pro,32,26.845,26.44275,0.985,OK
pro_1024k_L30,262127,pro,64,38.101,38.39785,1.0078,OK
pro_1024k_L30,262127,pro,128,62.617,62.68225,1.001,OK
pro_1024k_L30,262127,pro,256,117.49,110.32639999999999,0.939,OK
pro_1024k_L30,262127,pro,512,221.954,201.757,0.909,OK
pro_1024k_L30,262127,pro,1024,404.989,380.0281,0.9384,OK
pro_1024k_L46,262127,pro,1,10.572,20.353450000000002,1.9252,OK
pro_1024k_L46,262127,pro,2,10.824,20.71025,1.9134,OK
pro_1024k_L46,262127,pro,4,11.482,21.131,1.8403,OK
pro_1024k_L46,262127,pro,8,14.918,22.953400000000002,1.5386,OK
pro_1024k_L46,262127,pro,16,24.95,23.7662,0.9525,OK
pro_1024k_L46,262127,pro,32,25.91,27.11495,1.0465,OK
pro_1024k_L46,262127,pro,64,37.073,38.847699999999996,1.0479,OK
pro_1024k_L46,262127,pro,128,85.357,63.27,0.7412,OK
pro_1024k_L46,262127,pro,256,163.478,111.54485000000001,0.6823,OK
pro_1024k_L46,262127,pro,512,312.891,204.16639999999998,0.6525,OK
pro_1024k_L46,262127,pro,1024,571.951,384.35225,0.672,OK
v32_4k_L14,4111,v32,1,6.007,11.95505,1.9902,OK
v32_4k_L14,4111,v32,2,5.981,11.931149999999999,1.9947,OK
v32_4k_L14,4111,v32,4,6.282,11.803049999999999,1.879,OK
v32_4k_L14,4111,v32,8,6.285,11.732700000000001,1.8668,OK
v32_4k_L14,4111,v32,16,6.573,11.767850000000001,1.7902,OK
v32_4k_L14,4111,v32,32,6.665,11.7935,1.7695,OK
v32_4k_L14,4111,v32,64,6.837,11.98715,1.7534,OK
v32_4k_L14,4111,v32,128,7.138,12.3758,1.7338,OK
v32_4k_L14,4111,v32,256,12.391,14.83985,1.1976,OK
v32_4k_L14,4111,v32,512,22.172,27.2894,1.2308,OK
v32_4k_L14,4111,v32,1024,40.271,48.8506,1.213,OK
v32_4k_L34,4111,v32,1,7.254,11.8943,1.6397,OK
v32_4k_L34,4111,v32,2,7.259,11.862200000000001,1.6342,OK
v32_4k_L34,4111,v32,4,7.344,11.8111,1.6083,OK
v32_4k_L34,4111,v32,8,7.375,11.63025,1.5769,OK
v32_4k_L34,4111,v32,16,7.647,11.63995,1.5221,OK
v32_4k_L34,4111,v32,32,7.751,11.7615,1.5174,OK
v32_4k_L34,4111,v32,64,7.873,11.9311,1.5154,OK
v32_4k_L34,4111,v32,128,8.186,12.3261,1.5058,OK
v32_4k_L34,4111,v32,256,12.383,14.81425,1.1963,OK
v32_4k_L34,4111,v32,512,22.107,27.134,1.2274,OK
v32_4k_L34,4111,v32,1024,40.086,48.54825,1.2111,OK
v32_4k_L54,4111,v32,1,6.513,11.3376,1.7407,OK
v32_4k_L54,4111,v32,2,6.493,11.17235,1.7206,OK
v32_4k_L54,4111,v32,4,6.449,11.1328,1.7262,OK
v32_4k_L54,4111,v32,8,6.545,11.30695,1.7275,OK
v32_4k_L54,4111,v32,16,6.611,11.4841,1.7371,OK
v32_4k_L54,4111,v32,32,6.723,11.70715,1.7413,OK
v32_4k_L54,4111,v32,64,6.837,11.97225,1.7511,OK
v32_4k_L54,4111,v32,128,7.056,12.52785,1.7755,OK
v32_4k_L54,4111,v32,256,12.219,15.0622,1.2326,OK
v32_4k_L54,4111,v32,512,21.928,27.551650000000002,1.2565,OK
v32_4k_L54,4111,v32,1024,39.553,49.812050000000006,1.2594,OK
v32_8k_L14,8207,v32,1,8.256,12.6334,1.5302,OK
v32_8k_L14,8207,v32,2,8.298,12.60155,1.5187,OK
v32_8k_L14,8207,v32,4,8.299,12.6766,1.5275,OK
v32_8k_L14,8207,v32,8,8.372,12.499049999999999,1.493,OK
v32_8k_L14,8207,v32,16,8.385,12.5518,1.4969,OK
v32_8k_L14,8207,v32,32,8.54,12.55665,1.4703,OK
v32_8k_L14,8207,v32,64,8.77,12.87505,1.4681,OK
v32_8k_L14,8207,v32,128,9.132,13.40955,1.4684,OK
v32_8k_L14,8207,v32,256,14.333,16.3486,1.1406,OK
v32_8k_L14,8207,v32,512,25.171,30.3325,1.2051,OK
v32_8k_L14,8207,v32,1024,43.583,54.852199999999996,1.2586,OK
v32_8k_L34,8207,v32,1,8.335,13.849450000000001,1.6617,OK
v32_8k_L34,8207,v32,2,8.527,13.6846,1.6049,OK
v32_8k_L34,8207,v32,4,8.569,13.9341,1.6261,OK
v32_8k_L34,8207,v32,8,8.54,13.831700000000001,1.6197,OK
v32_8k_L34,8207,v32,16,8.845,13.63185,1.5412,OK
v32_8k_L34,8207,v32,32,9.003,13.900649999999999,1.544,OK
v32_8k_L34,8207,v32,64,9.244,14.1052,1.5259,OK
v32_8k_L34,8207,v32,128,9.722,14.703899999999999,1.5125,OK
v32_8k_L34,8207,v32,256,15.851,18.47275,1.1654,OK
v32_8k_L34,8207,v32,512,28.237,34.041199999999996,1.2056,OK
v32_8k_L34,8207,v32,1024,49.402,60.361,1.2218,OK
v32_8k_L54,8207,v32,1,8.908,12.1967,1.3693,OK
v32_8k_L54,8207,v32,2,9.073,12.35025,1.3612,OK
v32_8k_L54,8207,v32,4,9.074,12.136,1.3375,OK
v32_8k_L54,8207,v32,8,9.103,12.14545,1.3343,OK
v32_8k_L54,8207,v32,16,9.419,12.5008,1.3272,OK
v32_8k_L54,8207,v32,32,9.596,12.84605,1.3387,OK
v32_8k_L54,8207,v32,64,9.827,13.0911,1.3321,OK
v32_8k_L54,8207,v32,128,10.353,13.84765,1.3376,OK
v32_8k_L54,8207,v32,256,15.574,16.9757,1.09,OK
v32_8k_L54,8207,v32,512,27.688,31.31155,1.1309,OK
v32_8k_L54,8207,v32,1024,48.877,57.0056,1.1663,OK
v32_16k_L14,16399,v32,1,10.627,14.3599,1.3513,OK
v32_16k_L14,16399,v32,2,10.632,14.553450000000002,1.3689,OK
v32_16k_L14,16399,v32,4,10.753,14.25255,1.3254,OK
v32_16k_L14,16399,v32,8,10.735,14.25265,1.3277,OK
v32_16k_L14,16399,v32,16,10.803,14.46385,1.3388,OK
v32_16k_L14,16399,v32,32,10.96,14.6749,1.339,OK
v32_16k_L14,16399,v32,64,11.482,15.0015,1.3066,OK
v32_16k_L14,16399,v32,128,12.544,15.702200000000001,1.2518,OK
v32_16k_L14,16399,v32,256,17.969,19.95025,1.1103,OK
v32_16k_L14,16399,v32,512,31.528,37.148300000000006,1.1783,OK
v32_16k_L14,16399,v32,1024,53.525,66.16555,1.2362,OK
v32_16k_L34,16399,v32,1,11.756,13.833450000000001,1.1767,OK
v32_16k_L34,16399,v32,2,11.301,13.96625,1.2358,OK
v32_16k_L34,16399,v32,4,11.329,13.70065,1.2094,OK
v32_16k_L34,16399,v32,8,11.398,13.8575,1.2158,OK
v32_16k_L34,16399,v32,16,11.426,13.9454,1.2205,OK
v32_16k_L34,16399,v32,32,11.597,14.16615,1.2215,OK
v32_16k_L34,16399,v32,64,12.141,14.55975,1.1992,OK
v32_16k_L34,16399,v32,128,13.15,15.3758,1.1693,OK
v32_16k_L34,16399,v32,256,19.643,20.302400000000002,1.0335,OK
v32_16k_L34,16399,v32,512,34.543,37.6443,1.0898,OK
v32_16k_L34,16399,v32,1024,59.343,68.81830000000001,1.1597,OK
v32_16k_L54,16399,v32,1,10.2,14.10375,1.3828,OK
v32_16k_L54,16399,v32,2,10.061,13.93745,1.3852,OK
v32_16k_L54,16399,v32,4,10.076,14.1919,1.4085,OK
v32_16k_L54,16399,v32,8,10.099,13.999799999999999,1.3862,OK
v32_16k_L54,16399,v32,16,10.472,14.39505,1.3747,OK
v32_16k_L54,16399,v32,32,10.753,14.755,1.3722,OK
v32_16k_L54,16399,v32,64,11.309,15.1806,1.3423,OK
v32_16k_L54,16399,v32,128,12.335,16.09105,1.3045,OK
v32_16k_L54,16399,v32,256,16.887,20.3789,1.2068,OK
v32_16k_L54,16399,v32,512,29.635,38.36425,1.2945,OK
v32_16k_L54,16399,v32,1024,49.999,68.8887,1.3778,OK
v32_32k_L14,32783,v32,1,10.801,17.4206,1.6128,OK
v32_32k_L14,32783,v32,2,10.85,17.1438,1.5801,OK
v32_32k_L14,32783,v32,4,11.145,17.318150000000003,1.5539,OK
v32_32k_L14,32783,v32,8,11.311,17.258950000000002,1.5259,OK
v32_32k_L14,32783,v32,16,14.031,17.252650000000003,1.2296,OK
v32_32k_L14,32783,v32,32,14.576,17.6334,1.2098,OK
v32_32k_L14,32783,v32,64,15.148,18.043,1.1911,OK
v32_32k_L14,32783,v32,128,16.76,19.08935,1.139,OK
v32_32k_L14,32783,v32,256,27.311,25.5245,0.9346,OK
v32_32k_L14,32783,v32,512,48.59,48.09075,0.9897,OK
v32_32k_L14,32783,v32,1024,79.823,82.9222,1.0388,OK
v32_32k_L34,32783,v32,1,10.567,16.98205,1.6071,OK
v32_32k_L34,32783,v32,2,10.511,16.63655,1.5828,OK
v32_32k_L34,32783,v32,4,10.543,16.70055,1.584,OK
v32_32k_L34,32783,v32,8,10.744,16.91345,1.5742,OK
v32_32k_L34,32783,v32,16,13.09,16.77735,1.2817,OK
v32_32k_L34,32783,v32,32,13.566,17.24425,1.2711,OK
v32_32k_L34,32783,v32,64,14.202,17.56945,1.2372,OK
v32_32k_L34,32783,v32,128,15.707,18.86215,1.2009,OK
v32_32k_L34,32783,v32,256,28.973,26.2093,0.9046,OK
v32_32k_L34,32783,v32,512,51.619,48.8715,0.9468,OK
v32_32k_L34,32783,v32,1024,86.009,85.80375,0.9976,OK
v32_32k_L54,32783,v32,1,12.998,16.89905,1.3002,OK
v32_32k_L54,32783,v32,2,12.937,16.5917,1.2825,OK
v32_32k_L54,32783,v32,4,12.994,16.74225,1.2885,OK
v32_32k_L54,32783,v32,8,13.135,16.9533,1.2907,OK
v32_32k_L54,32783,v32,16,14.021,17.4894,1.2474,OK
v32_32k_L54,32783,v32,32,14.516,17.9198,1.2344,OK
v32_32k_L54,32783,v32,64,15.044,18.38375,1.222,OK
v32_32k_L54,32783,v32,128,16.526,19.670099999999998,1.1902,OK
v32_32k_L54,32783,v32,256,27.146,25.956400000000002,0.9562,OK
v32_32k_L54,32783,v32,512,48.059,48.988150000000005,1.0193,OK
v32_32k_L54,32783,v32,1024,78.986,84.94460000000001,1.0754,OK
v32_64k_L14,65551,v32,1,12.413,19.315,1.556,OK
v32_64k_L14,65551,v32,2,12.475,19.5422,1.5665,OK
v32_64k_L14,65551,v32,4,12.572,19.62695,1.5611,OK
v32_64k_L14,65551,v32,8,13.154,19.889400000000002,1.5121,OK
v32_64k_L14,65551,v32,16,16.945,20.3277,1.1997,OK
v32_64k_L14,65551,v32,32,17.856,21.1102,1.1822,OK
v32_64k_L14,65551,v32,64,19.326,23.6525,1.2239,OK
v32_64k_L14,65551,v32,128,23.372,23.42375,1.0022,OK
v32_64k_L14,65551,v32,256,37.427,37.0032,0.9887,OK
v32_64k_L14,65551,v32,512,69.844,69.64395,0.9971,OK
v32_64k_L14,65551,v32,1024,112.52,115.17885000000001,1.0236,OK
v32_64k_L34,65551,v32,1,12.508,20.5581,1.6437,OK
v32_64k_L34,65551,v32,2,12.557,20.763,1.6534,OK
v32_64k_L34,65551,v32,4,12.925,20.7677,1.6068,OK
v32_64k_L34,65551,v32,8,13.274,21.1182,1.591,OK
v32_64k_L34,65551,v32,16,16.156,21.4142,1.3255,OK
v32_64k_L34,65551,v32,32,17.121,22.29725,1.3023,OK
v32_64k_L34,65551,v32,64,18.705,25.294150000000002,1.3522,OK
v32_64k_L34,65551,v32,128,23.272,24.313200000000002,1.0448,OK
v32_64k_L34,65551,v32,256,46.386,38.748400000000004,0.8353,OK
v32_64k_L34,65551,v32,512,85.473,73.77664999999999,0.8632,OK
v32_64k_L34,65551,v32,1024,141.584,122.63369999999999,0.8662,OK
v32_64k_L54,65551,v32,1,12.465,18.980700000000002,1.5228,OK
v32_64k_L54,65551,v32,2,12.504,19.299049999999998,1.5435,OK
v32_64k_L54,65551,v32,4,12.595,19.59505,1.5558,OK
v32_64k_L54,65551,v32,8,12.845,19.83015,1.5438,OK
v32_64k_L54,65551,v32,16,18.577,20.332549999999998,1.0945,OK
v32_64k_L54,65551,v32,32,19.444,21.0892,1.0846,OK
v32_64k_L54,65551,v32,64,20.896,24.242900000000002,1.1602,OK
v32_64k_L54,65551,v32,128,24.304,25.0285,1.0298,OK
v32_64k_L54,65551,v32,256,46.292,39.21705,0.8472,OK
v32_64k_L54,65551,v32,512,84.729,74.431,0.8785,OK
v32_64k_L54,65551,v32,1024,139.788,121.88155,0.8719,OK
v32_128k_L14,131087,v32,1,10.654,20.24775,1.9005,OK
v32_128k_L14,131087,v32,2,10.84,20.79975,1.9189,OK
v32_128k_L14,131087,v32,4,11.055,20.92455,1.8928,OK
v32_128k_L14,131087,v32,8,18.025,22.7181,1.2604,OK
v32_128k_L14,131087,v32,16,16.681,23.0798,1.3836,OK
v32_128k_L14,131087,v32,32,17.837,24.3549,1.3654,OK
v32_128k_L14,131087,v32,64,27.022,27.70205,1.0252,OK
v32_128k_L14,131087,v32,128,34.963,35.27425,1.0089,OK
v32_128k_L14,131087,v32,256,66.859,68.34635,1.0222,OK
v32_128k_L14,131087,v32,512,123.995,121.25935000000001,0.9779,OK
v32_128k_L14,131087,v32,1024,214.549,217.88375,1.0155,OK
v32_128k_L34,131087,v32,1,11.197,17.8861,1.5973,OK
v32_128k_L34,131087,v32,2,11.286,18.3214,1.6234,OK
v32_128k_L34,131087,v32,4,11.868,18.5326,1.5616,OK
v32_128k_L34,131087,v32,8,13.898,19.862099999999998,1.4291,OK
v32_128k_L34,131087,v32,16,16.774,20.20615,1.2046,OK
v32_128k_L34,131087,v32,32,18.061,21.635,1.1979,OK
v32_128k_L34,131087,v32,64,23.705,25.61105,1.0804,OK
v32_128k_L34,131087,v32,128,33.924,34.516349999999996,1.0174,OK
v32_128k_L34,131087,v32,256,64.796,67.41355,1.0404,OK
v32_128k_L34,131087,v32,512,120.256,120.0945,0.9987,OK
v32_128k_L34,131087,v32,1024,207.943,215.5556,1.0366,OK
v32_128k_L54,131087,v32,1,10.405,19.687900000000003,1.8921,OK
v32_128k_L54,131087,v32,2,10.527,19.690900000000003,1.8705,OK
v32_128k_L54,131087,v32,4,10.996,20.13895,1.8314,OK
v32_128k_L54,131087,v32,8,12.844,21.1919,1.65,OK
v32_128k_L54,131087,v32,16,16.267,21.603,1.328,OK
v32_128k_L54,131087,v32,32,17.512,23.050900000000002,1.3163,OK
v32_128k_L54,131087,v32,64,23.818,27.042849999999998,1.1354,OK
v32_128k_L54,131087,v32,128,33.496,34.6252,1.0337,OK
v32_128k_L54,131087,v32,256,64.143,67.20230000000001,1.0477,OK
v32_128k_L54,131087,v32,512,119.039,119.35195,1.0026,OK
v32_128k_L54,131087,v32,1024,206.338,215.43075,1.0441,OK
v32_256k_L14,163775,v32,1,10.774,21.593349999999997,2.0043,OK
v32_256k_L14,163775,v32,2,11.25,21.95015,1.9511,OK
v32_256k_L14,163775,v32,4,11.467,22.17415,1.9337,OK
v32_256k_L14,163775,v32,8,13.367,24.7885,1.8545,OK
v32_256k_L14,163775,v32,16,21.346,25.31805,1.1861,OK
v32_256k_L14,163775,v32,32,22.287,26.8796,1.2061,OK
v32_256k_L14,163775,v32,64,28.559,32.8204,1.1492,OK
v32_256k_L14,163775,v32,128,42.978,49.689,1.1562,OK
v32_256k_L14,163775,v32,256,80.802,103.25795,1.2779,OK
v32_256k_L14,163775,v32,512,148.328,187.82175,1.2663,OK
v32_256k_L14,163775,v32,1024,256.522,340.7911,1.3285,OK
v32_256k_L34,163775,v32,1,10.657,21.8669,2.052,OK
